latitude,longitude,altitude,geometry,coordinates,@id,amenity,building,type,name,shop,brand,brand:wikidata,cuisine,takeaway,website,addr:city,addr:housenumber,addr:postcode,addr:street,air_conditioning,bar,opening_hours,phone,smoking,wikidata,wikipedia,internet_access,alt_name,capacity,note,landuse,addr:suburb,outdoor_seating,addr:unit,delivery,wheelchair,check_date,tourism,diet:vegetarian,created_by,indoor_seating,addr:place,operator,name:fa,disused,cmt,description,ele,source,sym,addr:housename,name:ru,level,short_name,man_made,name:es,name:en,addr:country,official_name,wifi,contact:phone,start_date,name:fr,toilets,toilets:access,parking,popular name,email,food,diet:vegan,internet_access:fee,name:ca,name:hi,brand:wikipedia,name:ko,fixme,name:kn,name:de,name:ar,addr:hamlet,drive_through,phone_1,access,building:levels,source:height,name:ja,drink:coffee,drink:tea,seats,tables,addr:subdistrict,payment:cash,payment:debit_cards,payment:paytm,sport,alcohol,drink:beer,drink:vodka,drink:wine,self_service,drink:sake,branch,name:he,name:bn,addr:block,contact:email,contact:facebook,contact:instagram,contact:website,drink:shake,addr:district,instagram,indoor,diet:lacto_vegetarian,drink:hot_chocolate,opening_hours:covid19,diet:non-vegetarian,reservation,amenity_1,organic,addr:full
28.6342635,77.2190699,,Point,,node/4069815728,restaurant,,,The Colonnade,,,,,,,,B-23,110001,Inner Circle,,,,,,,,,,,,,,,,,no,,,,,,Connaught Place,,,,,,,,,B,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.635221,77.2201059,,Point,,node/4069858894,restaurant,,,Gola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5996402,77.2262942,,Point,,node/4114512206,restaurant,,,Market Café ,,,,,,www.marketcafe.in,,,,Khan Market,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6334275,77.2080471,,Point,,node/4122592291,restaurant,,,Odeon sweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5572536,77.2023928,,Point,,node/4123294291,restaurant,,,Adyar Ananda Bhavan,,,,regional,,https://www.aabsweets.in/,New Delhi,,110016,Green Park Main Market,,,,9.11146E+11,no,,,,A2B,,,,,,,,,,,only,,,,Adyar Ananda Bhavan,,,,,,,,,,,,,,,,,,,,,,,,,info@aabsweets.com,veg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.548633,77.2364879,,Point,,node/4176139376,restaurant,,,Chew Mantar,,,,indian,yes,,Delhi,C-2,110048,GK-1,,,24/7,,no,,,,,25,,,,,,yes,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6328321,77.0867027,,Point,,node/4197303866,restaurant,,,Hira Sweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.645305,77.1785622,,Point,,node/4209873991,restaurant,,,Imly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5764448,77.1957107,,Point,,node/4211293793,restaurant,,,flaming wok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6410445,77.2105515,,Point,,node/4211994391,restaurant,,,Malhotra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6410765,77.2126795,,Point,,node/4219631340,restaurant,,,Sam's Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5414989,77.2401446,,Point,,node/4236859392,restaurant,,,Karim's Mughal Palace,,,,fish;lebanese;diner;chicken;kebab,,,,,110048,Greater Kailash 2,,,Mo-Su 00:30-23:00,1.8003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7150797,77.2161437,,Point,,node/4237012489,restaurant,,,Shaan-e-Awadh,,,,indian,,,,,110009,Banda Bahadur Marg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6335971,77.2212499,,Point,,node/4338105559,restaurant,,,Zaffran,,,,regional,,,New Delhi,D-26/28,110001,"D Block, Radial Road No.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZAFRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6303156,77.2206535,,Point,,node/4338129371,restaurant,,,Barbeque Nation,,,,regional,,,New Delhi,N-96,110001,"2nd Floor, Munshi Lal Building, Connaught Place",,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6411171,77.2144269,,Point,,node/4341101093,restaurant,,,Nepali Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6408661,77.2103053,,Point,,node/4350522692,restaurant,,,Malhotra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6887399,77.134831,,Point,,node/4352345756,restaurant,,,Domino’s Pizza,,,,pizza,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6836786,77.1358422,,Point,,node/4352389632,restaurant,,,Aggarwal Sweets,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6303463,77.217545,,Point,,node/4389398989,restaurant,,,Pind Balluchi,,,,punjabi,,http://www.pindballuchi.com,New Delhi,13,,Sansad Marg,,,Mo-Su 12:00-23:00,,,,,,,,,,,,,,,,,,,,,,پیند بلوچی,,,,,,,,,,,,Pind Baluchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6313321,77.2197505,,Point,,node/4391597491,restaurant,,,,,,,indian,,https://punjabibynature.in/,,,110001,"F-30 B, Ground floor, Malhotra building, Opp Palika Bazar gate no-6, Inner circle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,punjabi by nature quickie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5995342,77.2251048,,Point,,node/4391608190,restaurant,,,,,,,,,http://khanchancha.in,,50,,Khan Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khan Chancha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6297728,77.2203117,,Point,,node/4391613189,restaurant,,,,,,,,,http://www.rajdhani.co.in,,,,,,,,,,,,,,,,,,,Shop 9A,,,,,,,,Connaught Place,,,,,,,,,"Atmaram Mansion, Scindia House",,,,,Rajdhani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6077697,77.2297231,,Point,,node/4391613289,restaurant,,,,,,,,,,,16,110003,"Pandara Road Market, Pandara flats",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pindi Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6420621,77.2179887,,Point,,node/4401493065,restaurant,,,Neelam Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6278114,77.3079646,,Point,,node/4438975182,restaurant,,,Sathish Vaishno Dhaba,,,,North_Indian,yes,,Delhi,,110092,,,,,,,,,,,15,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6278787,77.3080498,,Point,,node/4438975183,restaurant,,,The Garam Masala,,,,North_Indian,yes,,Delhi,,110092,,,,,,,,,,,10,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6279122,77.3081375,,Point,,node/4438975188,restaurant,,,,,,,Punjabi,,,Delhi,,110092,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6280352,77.3086694,,Point,,node/4438975392,restaurant,,,True Blue,,,,,,,Delhi,,110092,,,,,"011 65101366, 011 42171399",,,,,,,,,,,,,,,,,,,,,ترو بلو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6279719,77.3090522,,Point,,node/4438975405,restaurant,,,,,,,,,,Delhi,,110092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5550445,77.1950638,,Point,,node/4460440889,restaurant,,,Naivedyam restaurant,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naivedyam restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6005499,77.2273055,,Point,,node/4460476939,restaurant,,,Pizzeria Ristorante La Vie,,,,,,,,51-A,,"Khan Market, New Delhi",,,Mo-Su 10:30-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6328293,77.2172007,,Point,,node/4460479219,restaurant,,,Fa Yian The Chinese Restaurant,,,,,,http://www.fayian.com,New Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5280037,77.2189369,,Point,,node/4461728238,restaurant,,,Gulati Spice Market,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gulati Spice Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.629042,77.076916,,Point,,node/4470999592,restaurant,,,Khan Chacha,,,,indian,,http://www.khanchacha.in,,710,110058,Shivaji Road,,,Mo-Su 11:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khan Chacha,,,,,,,,,,,,,,,,खान चाचा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6883445,77.1218091,,Point,,node/4474590390,restaurant,,,Keswi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keswi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6882438,77.1212148,,Point,,node/4474611689,restaurant,,,NCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6882544,77.1214711,,Point,,node/4474634989,restaurant,,,Punjabi's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjabi's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5999552,77.2261708,,Point,,node/4484634989,restaurant,,,Sodabottleopenerwala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sodabottleopenerwala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5998176,77.2261768,,Point,,node/4535103789,restaurant,,,L'Opera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'Opera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6412137,77.2147624,,Point,,node/4565027989,restaurant,,,Wow Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wow Cafe,,,,,,,,,,,,,,,,,,와우카페 한식당,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6415909,77.2155347,,Point,,node/4599840390,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,인도방랑기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6204506,77.2181178,,Point,,node/4628522089,restaurant,,,,,,,,,,New Delhi,,,Ashoka Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ресторан Mister Chai,,,,,,,,,,,,,,,,,,,,Restaurant TAMRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6098311,77.2323979,,Point,,node/4628522789,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurant OCTOPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6080303,77.2302149,,Point,,node/4628544689,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GULATI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6452167,77.2110064,,Point,,node/4654555590,restaurant,,,U-Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6424044,77.2103819,,Point,,node/4656714717,restaurant,,,NATRAJ restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATRAJ restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6021414,77.2279557,,Point,,node/4658824441,restaurant,,,Latitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5557691,77.2183297,,Point,,node/4686199914,restaurant,,,Diggins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diggins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6018922,77.1936521,,Point,,node/4710222497,restaurant,,,Alkauser ( best biryani),,,,,,,New Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alkauser ( best biryani),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6494365,77.2335183,,Point,,node/4710222498,restaurant,,,Aljawahir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aljawahir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6482081,77.2336645,,Point,,node/4710223395,restaurant,,,Alslam Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alslam Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6335111,77.2212566,,Point,,node/4711571792,restaurant,,,Embassy Restaurant ( Samosa),,,,,,,,,,,,,,1123416434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Embassy Restaurant ( Samosa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6423302,77.2182562,,Point,,node/4715157790,restaurant,,,Malabar Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malabar Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.642273,77.218265,,Point,,node/4715157791,restaurant,,,Hotel Madras Dx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hotel Madras Dx,,,,,,,,,,,,,,,,,,,,ಹೋಟೆಲ್ ಮಡ್ರಾಸ್ ಡೀಲಕ್ಸ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6424057,77.2182489,,Point,,node/4715162190,restaurant,,,Hyderabadi Dum Biriyaani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyderabadi Dum Biriyaani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6424536,77.2182429,,Point,,node/4715173889,restaurant,,,South Indian Foods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Indian Foods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5528178,77.2046567,,Point,,node/4729010295,restaurant,,,Karim's Mughlai Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5567211,77.2053108,,Point,,node/4729010298,restaurant,,,Gung the Palace,,,,korean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,궁 더 팰래스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6321017,77.2077833,,Point,,node/4772064342,restaurant,,,Safari Restro Lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6405446,77.217099,,Point,,node/4772753924,restaurant,,,Rishi Vaishno Dhaba,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,Rishi Vaishno Dhaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6409944,77.2127435,,Point,,node/4773105444,restaurant,,,Sonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6299114,77.2172701,,Point,,node/4783668221,restaurant,,,Kwality,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwality,,,,,,,,,,,,,,,,Kwality,,,,,Kwality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6465886,77.1957658,,Point,,node/4799120034,restaurant,,,Adyar Ananda Bhavan,,,,regional,,https://www.aabsweets.in/,New Delhi,,110005,Arya Samaj Road,,,,9.19871E+11,no,,,,A2B,,,,,,,,,,,only,,,,Adyar Ananda Bhavan,,,,,,,,,,,,,,,,,,,,,,,,,,veg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5271114,77.2170398,,Point,,node/4814835721,restaurant,,,Mahabelly,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahabelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.641127,77.2135184,,Point,,node/4857522521,restaurant,,,Everest kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Everest kitchen,,,,,,Everest kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6453864,77.1839126,,Point,,node/4866328823,restaurant,,,,,,,,,,,8 A/ 37,,Pusa Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,المطعم العراقي الراقي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6478146,77.2399952,,Point,,node/4893145422,restaurant,,,Shri Krishna Daba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shri Krishna Daba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6415665,77.2126308,,Point,,node/4908782321,restaurant,,,Kathmandu Food Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kathmandu Food Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6177243,77.2796696,,Point,,node/4910109422,restaurant,,,Pizza Hut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pizza Hut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6353146,77.2206088,,Point,,node/4959734021,restaurant,,,Nirula's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nirula's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6333695,77.2212936,,Point,,node/4959734022,restaurant,,,Kovil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kovil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6270709,77.2196874,,Point,,node/4959734121,restaurant,,,Saravana Bhavan,,,,,,,,,,Janpath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saravana Bhavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6325028,77.2214473,,Point,,node/4959734221,restaurant,,,Farzi Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farzi Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.630182,77.2204075,,Point,,node/4959768821,restaurant,,,Radjhani Thali,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,Radjhani Thali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.557032,77.2327676,,Point,,node/4967291565,restaurant,,,Giro's Italian restaurant and pizzeria,,,,,,www.pomodoro.co.in.uk,,,,,,,,9.11142E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6005965,77.2275636,,Point,,node/4971952422,restaurant,,,Big Chill Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Chill Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5812648,77.2426451,,Point,,node/4975507471,restaurant,,,Mughal,,,,regional;indian,only,,,,,,,,,,,,,,,,,,,no,,yes,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6409867,77.2108048,,Point,,node/4985058921,restaurant,,,Thalee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thalee,,,,,,Thalee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5624857,77.2446429,,Point,,node/4985310821,restaurant,,,Hunger Strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hunger Strike,,,,,,,,,,,,,,,,Hunger Strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
